songId,type,difficulty,noteCounts.tap,noteCounts.hold,noteCounts.slide,noteCounts.touch,noteCounts.break,noteCounts.total,noteDesigner
御旗のもとに,std,expert,95,59,37,NULL,3,194,ニャイン
御旗のもとに,std,master,229,80,32,NULL,5,346,mai-Star
御旗のもとに,dx,basic,75,9,4,8,5,101,-
御旗のもとに,dx,advanced,176,21,4,30,4,235,-
御旗のもとに,dx,expert,185,66,25,9,25,310,ロシェ@ペンギン
御旗のもとに,dx,master,324,31,74,43,32,504,Luxizhel
心象蜃気楼,std,basic,233,7,7,NULL,4,251,-
心象蜃気楼,std,advanced,344,24,24,NULL,6,398,-
心象蜃気楼,std,expert,404,64,60,NULL,8,536,はっぴー
心象蜃気楼,std,master,513,62,201,NULL,10,786,Revo@LC
忙シー日,dx,basic,139,12,7,8,28,194,-
忙シー日,dx,advanced,298,16,14,26,2,356,-
忙シー日,dx,expert,280,112,47,13,77,529,サファ太
忙シー日,dx,master,683,36,140,49,54,962,はっぴー
怒槌,std,basic,323,51,12,NULL,14,400,-
怒槌,std,advanced,383,74,20,NULL,10,487,-
怒槌,std,expert,606,78,93,NULL,20,797,Jack
怒槌,std,master,928,55,158,NULL,47,1188,譜面ボーイズからの挑戦状
怪盗Rのテーマ,std,basic,135,14,10,NULL,6,165,-
怪盗Rのテーマ,std,advanced,140,53,6,NULL,9,208,-
怪盗Rのテーマ,std,expert,250,74,13,NULL,7,344,譜面-100号
怪盗Rのテーマ,std,master,366,59,37,NULL,12,474,譜面-100号
怪盗Rのテーマ,dx,basic,136,11,4,13,5,169,-
怪盗Rのテーマ,dx,advanced,226,12,8,26,6,278,-
怪盗Rのテーマ,dx,expert,281,65,46,9,40,441,サファ太
怪盗Rのテーマ,dx,master,423,67,85,33,39,647,Luxizhel
恋愛裁判,std,basic,147,8,7,NULL,3,165,-
恋愛裁判,std,advanced,266,21,9,NULL,8,304,-
恋愛裁判,std,expert,218,109,45,NULL,21,393,畳返しとはっぴー
恋愛裁判,std,master,472,65,69,NULL,26,632,しろいろとはっぴー
患部で止まってすぐ溶ける～狂気の優曇華院,std,basic,128,9,4,NULL,3,144,-
患部で止まってすぐ溶ける～狂気の優曇華院,std,advanced,295,2,18,NULL,11,326,-
患部で止まってすぐ溶ける～狂気の優曇華院,std,expert,439,50,27,NULL,13,529,はっぴー
患部で止まってすぐ溶ける～狂気の優曇華院,std,master,594,23,110,NULL,25,752,Jack
患部で止まってすぐ溶ける～狂気の優曇華院,std,remaster,712,21,94,NULL,77,904,某S氏
患部で止まってすぐ溶ける～狂気の優曇華院,dx,basic,77,9,2,10,5,103,-
患部で止まってすぐ溶ける～狂気の優曇華院,dx,advanced,247,12,12,27,11,309,-
患部で止まってすぐ溶ける～狂気の優曇華院,dx,expert,291,92,4,167,6,560,はっぴー
患部で止まってすぐ溶ける～狂気の優曇華院,dx,master,436,29,107,113,10,695,小鳥遊さん
悪戯,std,basic,191,5,6,NULL,5,207,-
悪戯,std,advanced,227,25,19,NULL,23,294,-
悪戯,std,expert,385,37,15,NULL,17,454,はっぴー
悪戯,std,master,557,62,69,NULL,26,714,rioN
悪戯センセーション,dx,basic,161,4,2,8,4,179,-
悪戯センセーション,dx,advanced,234,19,9,13,4,279,-
悪戯センセーション,dx,expert,273,72,24,30,10,409,はっぴー
悪戯センセーション,dx,master,443,40,95,30,26,634,ものくろっく
悪魔の踊り方,dx,basic,89,11,4,7,2,113,-
悪魔の踊り方,dx,advanced,184,21,10,24,7,246,-
悪魔の踊り方,dx,expert,374,27,32,29,19,481,シチミヘルツ
悪魔の踊り方,dx,master,489,64,85,27,11,676,はっぴー
愛包ダンスホール,dx,basic,151,13,4,4,10,182,-
愛包ダンスホール,dx,advanced,275,16,9,14,1,315,-
愛包ダンスホール,dx,expert,394,45,21,20,34,514,サファ太
愛包ダンスホール,dx,master,598,65,75,46,55,839,アマリリス
感情ディシーブ,dx,basic,113,15,6,7,3,144,-
感情ディシーブ,dx,advanced,194,27,8,50,2,281,-
感情ディシーブ,dx,expert,315,55,19,22,63,474,はっぴー
感情ディシーブ,dx,master,475,57,73,47,42,694,Luxizhel
抜錨,dx,basic,158,10,5,14,6,193,-
抜錨,dx,advanced,282,14,7,13,6,322,-
抜錨,dx,expert,425,60,43,2,34,564,アマリリス
抜錨,dx,master,554,42,106,23,40,765,鳩ホルダー
拝啓、最高の思い出たち,dx,basic,137,11,6,12,4,170,-
拝啓、最高の思い出たち,dx,advanced,195,10,6,26,7,244,-
拝啓、最高の思い出たち,dx,expert,278,46,16,18,19,377,はっぴー
拝啓、最高の思い出たち,dx,master,528,48,75,38,28,717,Jack
拝啓ドッペルゲンガー,std,basic,230,12,9,NULL,5,256,-
拝啓ドッペルゲンガー,std,advanced,448,36,10,NULL,11,505,-
拝啓ドッペルゲンガー,std,expert,481,94,51,NULL,21,647,はっぴー
拝啓ドッペルゲンガー,std,master,835,48,124,NULL,63,1070,LabiLabi
撩乱乙女†無双劇,dx,basic,159,3,4,23,7,196,-
撩乱乙女†無双劇,dx,advanced,252,13,14,28,2,309,-
撩乱乙女†無双劇,dx,expert,495,58,54,8,80,695,小鳥遊さん
撩乱乙女†無双劇,dx,master,533,63,127,32,108,863,Redarrow
放課後ストライド,std,basic,141,23,13,NULL,6,183,-
放課後ストライド,std,advanced,266,38,10,NULL,21,335,-
放課後ストライド,std,expert,443,39,21,NULL,54,557,mai-Star
放課後ストライド,std,master,429,28,205,NULL,46,708,はっぴー
敗北の少年,std,basic,213,23,7,NULL,8,251,-
敗北の少年,std,advanced,405,14,24,NULL,4,447,-
敗北の少年,std,expert,544,35,40,NULL,17,636,小鳥遊さん
敗北の少年,std,master,769,18,166,NULL,15,968,はっぴー
教えて!! 魔法のLyric,std,basic,177,19,8,NULL,6,210,-
教えて!! 魔法のLyric,std,advanced,209,33,8,NULL,3,253,-
教えて!! 魔法のLyric,std,expert,251,60,11,NULL,4,326,maimai TEAM
教えて!! 魔法のLyric,std,master,357,24,7,NULL,36,424,maimai TEAM
新人類,dx,basic,146,16,4,6,9,181,-
新人類,dx,advanced,250,18,6,28,8,310,-
新人類,dx,expert,371,101,34,74,32,612,はっぴー
新人類,dx,master,896,24,106,4,26,1056,Luxizhel
日本の米は世界一,std,basic,161,4,4,NULL,4,173,-
日本の米は世界一,std,advanced,201,14,9,NULL,62,286,-
日本の米は世界一,std,expert,367,28,14,NULL,54,463,サファ太
日本の米は世界一,std,master,390,56,110,NULL,150,706,Jack
明星ギャラクティカ,dx,basic,169,14,8,9,3,203,-
明星ギャラクティカ,dx,advanced,212,18,16,9,4,259,-
明星ギャラクティカ,dx,expert,389,54,15,28,12,498,はっぴー
明星ギャラクティカ,dx,master,409,139,48,79,45,720,隅田川星人
明星ロケット,std,basic,102,10,4,NULL,6,122,-
明星ロケット,std,advanced,224,22,17,NULL,7,270,-
明星ロケット,std,expert,223,47,19,NULL,4,293,Jack
明星ロケット,std,master,297,13,76,NULL,10,396,mai-Star
明星ロケット,std,remaster,375,17,108,NULL,12,512,某S氏
星めぐり、果ての君へ。,dx,basic,138,24,11,5,1,179,-
星めぐり、果ての君へ。,dx,advanced,249,25,35,28,8,345,-
星めぐり、果ての君へ。,dx,expert,373,54,55,23,15,520,隅田川星人
星めぐり、果ての君へ。,dx,master,506,52,80,53,29,720,隅田川華火大会
星めぐり、果ての君へ。,dx,remaster,640,32,94,58,18,842,Jack
星屑ユートピア,dx,basic,144,16,1,6,3,170,-
星屑ユートピア,dx,advanced,292,11,6,18,4,331,-
星屑ユートピア,dx,expert,444,79,46,82,10,661,某S氏
星屑ユートピア,dx,master,563,59,69,95,4,790,玉子豆腐
星界ちゃんと可不ちゃんのおつかい合騒曲,dx,basic,189,16,6,23,5,239,-
星界ちゃんと可不ちゃんのおつかい合騒曲,dx,advanced,314,23,6,16,10,369,-
星界ちゃんと可不ちゃんのおつかい合騒曲,dx,expert,475,58,80,43,51,707,Luxizhel
星界ちゃんと可不ちゃんのおつかい合騒曲,dx,master,616,75,224,62,68,1045,はっぴー
星空パーティーチューン,dx,basic,133,13,5,17,2,170,-
星空パーティーチューン,dx,advanced,389,44,25,8,18,484,-
星空パーティーチューン,dx,expert,462,83,32,32,9,618,翠楼屋
星空パーティーチューン,dx,master,691,64,74,93,17,939,はっぴー
星見草,dx,basic,134,13,9,25,7,188,-
星見草,dx,advanced,277,31,6,30,6,350,-
星見草,dx,expert,385,45,40,22,28,520,翠楼屋
星見草,dx,master,638,43,104,0,32,817,Redarrow
星詠みとデスペラード,dx,basic,154,9,8,17,1,189,-
星詠みとデスペラード,dx,advanced,184,16,32,17,5,254,-
星詠みとデスペラード,dx,expert,366,72,38,22,8,506,はっぴー
星詠みとデスペラード,dx,master,620,70,60,69,13,832,翠楼屋
春を告げる,dx,basic,70,14,3,8,3,98,-
春を告げる,dx,advanced,192,9,13,24,6,244,-
春を告げる,dx,expert,331,44,10,6,6,397,はっぴー
春を告げる,dx,master,531,69,33,34,8,675,Jack
春嵐,dx,basic,99,3,2,8,4,116,-
春嵐,dx,advanced,209,13,4,19,12,257,-
春嵐,dx,expert,229,83,56,43,22,433,隅田川星人
春嵐,dx,master,522,48,81,13,4,668,はっぴー
時空を超えて久しぶり！,std,basic,60,15,9,NULL,4,88,-
時空を超えて久しぶり！,std,advanced,165,21,17,NULL,12,215,-
時空を超えて久しぶり！,std,expert,182,28,51,NULL,6,267,ニャイン
時空を超えて久しぶり！,std,master,333,40,49,NULL,9,431,はっぴー
時計の国のジェミニ,dx,basic,135,17,4,13,1,170,-
時計の国のジェミニ,dx,advanced,225,23,27,23,4,302,-
時計の国のジェミニ,dx,expert,354,64,21,46,12,497,はっぴー
時計の国のジェミニ,dx,master,441,30,48,115,56,690,華火職人
時計の国のジェミニ,dx,remaster,506,68,70,69,74,787,アマリリス
曖昧mind,std,basic,189,10,7,NULL,8,214,-
曖昧mind,std,advanced,231,51,25,NULL,13,320,-
曖昧mind,std,expert,289,46,108,NULL,26,469,Techno Kitchen
曖昧mind,std,master,540,54,96,NULL,19,709,Jack
最っ高のエンタメだ!!,dx,basic,223,15,8,9,4,259,-
最っ高のエンタメだ!!,dx,advanced,254,22,8,12,8,304,-
最っ高のエンタメだ!!,dx,expert,489,72,59,11,25,656,鳩ホルダー
最っ高のエンタメだ!!,dx,master,573,55,120,92,102,942,はっぴー
最強 the サマータイム!!!!!,dx,basic,161,23,5,14,3,206,-
最強 the サマータイム!!!!!,dx,advanced,272,35,15,39,8,369,-
最強 the サマータイム!!!!!,dx,expert,517,39,28,51,25,660,華火職人
最強 the サマータイム!!!!!,dx,master,516,27,125,49,49,766,ロシェ@ペンギン
最強STRONGER,dx,basic,201,24,8,18,27,278,-
最強STRONGER,dx,advanced,337,30,13,26,20,426,-
最強STRONGER,dx,expert,540,120,71,28,30,789,Jack
最強STRONGER,dx,master,725,66,152,46,80,1069,チャン@DP皆伝 vs シチミヘルツ
最愛人生ランナー,dx,basic,216,22,5,8,7,258,-
最愛人生ランナー,dx,advanced,338,26,8,22,8,402,-
最愛人生ランナー,dx,expert,496,99,62,9,70,736,サファ太
最愛人生ランナー,dx,master,735,61,151,44,63,1054,Luxizhel
最終鬼畜妹フランドール・S,std,basic,141,10,8,NULL,6,165,-
最終鬼畜妹フランドール・S,std,advanced,331,19,27,NULL,4,381,-
最終鬼畜妹フランドール・S,std,expert,401,89,41,NULL,30,561,小鳥遊さん
最終鬼畜妹フランドール・S,std,master,472,42,144,NULL,8,666,緑風 犬三郎
最終鬼畜妹フランドール・S,std,remaster,590,87,125,NULL,51,853,某S氏
最終鬼畜妹・一部声,std,basic,210,4,4,NULL,16,234,-
最終鬼畜妹・一部声,std,advanced,409,32,37,NULL,21,499,-
最終鬼畜妹・一部声,std,expert,551,79,17,NULL,4,651,はっぴー
最終鬼畜妹・一部声,std,master,598,37,164,NULL,42,841,rioN
最速最高シャッターガール,std,basic,106,11,11,NULL,6,134,-
最速最高シャッターガール,std,advanced,210,19,12,NULL,7,248,-
最速最高シャッターガール,std,expert,322,76,37,NULL,8,443,はっぴー
最速最高シャッターガール,std,master,504,22,49,NULL,16,591,mai-Star
月に叢雲華に風,std,basic,103,9,5,NULL,2,119,-
月に叢雲華に風,std,advanced,208,20,10,NULL,2,240,-
月に叢雲華に風,std,expert,300,18,25,NULL,7,350,Jack
月に叢雲華に風,std,master,319,71,64,NULL,11,465,mai-Star
月に叢雲華に風,dx,basic,55,7,2,6,2,72,-
月に叢雲華に風,dx,advanced,148,13,12,10,8,191,-
月に叢雲華に風,dx,expert,188,46,22,12,12,280,Jack
月に叢雲華に風,dx,master,245,42,45,93,8,433,サファ太
月光,dx,basic,176,16,6,8,5,211,-
月光,dx,advanced,350,16,5,24,3,398,-
月光,dx,expert,514,44,44,12,27,641,アマリリス
月光,dx,master,550,54,137,10,69,820,ロシェ@ペンギン
月面基地,dx,basic,213,8,8,8,10,247,-
月面基地,dx,advanced,264,36,16,30,2,348,-
月面基地,dx,expert,142,113,56,53,3,367,鳩ホルダー
月面基地,dx,master,677,66,50,85,22,900,アマリリス
有明/Ariake,dx,basic,200,15,8,27,6,256,-
有明/Ariake,dx,advanced,354,17,8,36,2,417,-
有明/Ariake,dx,expert,375,86,45,56,24,586,サファ太
有明/Ariake,dx,master,570,98,82,132,63,945,BLaCK rOSE dIsEASe pATiENT
有頂天ドリーマーズ,dx,basic,135,13,4,7,4,163,-
有頂天ドリーマーズ,dx,advanced,262,14,7,13,6,302,-
有頂天ドリーマーズ,dx,expert,330,56,21,17,22,446,Luxizhel
有頂天ドリーマーズ,dx,master,481,37,74,18,35,645,Jack
木彫り鯰と右肩ゾンビ,std,basic,263,13,11,NULL,11,298,-
木彫り鯰と右肩ゾンビ,std,advanced,364,14,28,NULL,8,414,-
木彫り鯰と右肩ゾンビ,std,expert,447,34,52,NULL,11,544,某S氏
木彫り鯰と右肩ゾンビ,std,master,710,68,113,NULL,34,925,Jack
東京リアルワールド,std,basic,196,17,6,NULL,8,227,-
東京リアルワールド,std,advanced,320,16,17,NULL,16,369,-
東京リアルワールド,std,expert,396,22,41,NULL,13,472,Jack
東京リアルワールド,std,master,476,27,122,NULL,16,641,はっぴー
東京レトロ,std,basic,127,6,6,NULL,6,145,-
東京レトロ,std,advanced,190,15,15,NULL,8,228,-
東京レトロ,std,expert,173,53,45,NULL,9,280,玉子豆腐
東京レトロ,std,master,331,38,90,NULL,11,470,はっぴー
東方スイーツ！～鬼畜姉妹と受難メイド～,std,basic,160,12,3,NULL,5,180,-
東方スイーツ！～鬼畜姉妹と受難メイド～,std,advanced,235,22,12,NULL,2,271,-
東方スイーツ！～鬼畜姉妹と受難メイド～,std,expert,296,33,57,NULL,12,398,某S氏
東方スイーツ！～鬼畜姉妹と受難メイド～,std,master,406,30,103,NULL,13,552,rioN
東方妖々夢 ～the maximum moving about～,std,basic,307,10,8,NULL,4,329,-
東方妖々夢 ～the maximum moving about～,std,advanced,445,15,17,NULL,6,483,-
東方妖々夢 ～the maximum moving about～,std,expert,526,30,47,NULL,8,611,しろいろ
東方妖々夢 ～the maximum moving about～,std,master,558,45,167,NULL,10,780,rioNとはっぴー
林檎華憐歌,std,basic,168,10,1,NULL,2,181,-
林檎華憐歌,std,advanced,227,17,21,NULL,10,275,-
林檎華憐歌,std,expert,357,21,49,NULL,35,462,mai-Star
林檎華憐歌,std,master,636,27,50,NULL,6,719,はっぴー
果ての空、僕らが見た光。,dx,basic,194,17,4,8,4,227,-
果ての空、僕らが見た光。,dx,advanced,308,16,7,26,1,358,-
果ての空、僕らが見た光。,dx,expert,335,59,34,27,44,499,サファ太
果ての空、僕らが見た光。,dx,master,590,49,103,50,28,820,Jack
極圏,std,basic,192,31,6,NULL,23,252,-
極圏,std,advanced,379,30,16,NULL,26,451,-
極圏,std,expert,424,86,51,NULL,20,581,小鳥遊さん
極圏,std,master,755,74,98,NULL,52,979,華火職人
概して過誤,dx,basic,181,13,5,17,8,224,-
概して過誤,dx,advanced,306,16,14,29,6,371,-
概して過誤,dx,expert,318,69,43,18,56,504,はっぴー
概して過誤,dx,master,608,52,78,19,43,800,鳩ホルダー
橙の幻想郷音頭,std,basic,195,4,1,NULL,6,206,-
橙の幻想郷音頭,std,advanced,182,16,6,NULL,2,206,-
橙の幻想郷音頭,std,expert,348,23,71,NULL,35,477,はっぴー
橙の幻想郷音頭,std,master,456,7,75,NULL,26,564,某S氏
檄！帝国華撃団(改),std,basic,105,14,4,NULL,2,125,-
檄！帝国華撃団(改),std,advanced,142,21,13,NULL,27,203,-
檄！帝国華撃団(改),std,expert,125,25,43,NULL,12,205,譜面-100号
檄！帝国華撃団(改),std,master,146,36,45,NULL,8,235,ニャイン
檄！帝国華撃団(改),std,remaster,329,31,69,NULL,44,473,ぴちネコ
死ぬな！,dx,basic,141,19,4,19,6,189,-
死ぬな！,dx,advanced,296,11,7,13,4,331,-
死ぬな！,dx,expert,269,48,43,0,15,375,Luxizhel
死ぬな！,dx,master,457,32,64,58,30,641,ロシェ@ペンギン
殿ッ！？ご乱心！？,dx,basic,258,14,6,13,12,303,-
殿ッ！？ご乱心！？,dx,advanced,264,25,12,30,14,345,-
殿ッ！？ご乱心！？,dx,expert,434,62,53,15,69,633,はっぴー
殿ッ！？ご乱心！？,dx,master,498,81,98,96,112,885,ぴちネコ
氷滅の135小節,dx,basic,305,19,11,21,9,365,-
氷滅の135小節,dx,advanced,456,18,9,16,5,504,-
氷滅の135小節,dx,expert,480,50,67,33,110,740,サファ太
氷滅の135小節,dx,master,802,33,130,25,135,1125,BELiZHEL vs 7.3GHz
永遠にゲームで対戦したいキリタン,dx,basic,99,13,3,8,1,124,-
永遠にゲームで対戦したいキリタン,dx,advanced,171,24,17,22,5,239,-
永遠にゲームで対戦したいキリタン,dx,expert,323,52,12,12,43,442,はっぴー
永遠にゲームで対戦したいキリタン,dx,master,509,63,48,66,43,729,小鳥遊さん
永遠のメロディ,std,basic,230,17,10,NULL,8,265,-
永遠のメロディ,std,advanced,353,13,12,NULL,10,388,-
永遠のメロディ,std,expert,351,48,65,NULL,17,481,玉子豆腐
永遠のメロディ,std,master,490,26,108,NULL,18,642,サファ太
泡沫、哀のまほろば,std,basic,126,4,6,NULL,4,140,-
泡沫、哀のまほろば,std,advanced,152,24,27,NULL,8,211,-
泡沫、哀のまほろば,std,expert,195,32,40,NULL,3,270,LabiLabi
泡沫、哀のまほろば,std,master,257,51,71,NULL,13,392,すきやき奉行
泣き虫O'clock,std,basic,132,5,6,NULL,5,148,-
泣き虫O'clock,std,advanced,190,67,14,NULL,9,280,-
泣き虫O'clock,std,expert,250,77,27,NULL,4,358,ニャイン
泣き虫O'clock,std,master,324,58,77,NULL,10,469,mai-Star
泣き虫O'clock,std,remaster,527,42,85,NULL,20,674,ロシェ@ペンギン
深海シティアンダーグラウンド,dx,basic,157,3,5,16,6,187,-
深海シティアンダーグラウンド,dx,advanced,335,19,8,13,14,389,-
深海シティアンダーグラウンド,dx,expert,361,48,54,10,8,481,はっぴー
深海シティアンダーグラウンド,dx,master,512,39,104,55,14,724,サファ太
深海少女,std,basic,125,12,3,NULL,5,145,-
深海少女,std,advanced,151,33,25,NULL,12,221,-
深海少女,std,expert,131,107,28,NULL,10,276,mai-Star
深海少女,std,master,424,46,99,NULL,8,577,Jack
深海少女,dx,basic,92,16,4,12,1,125,-
深海少女,dx,advanced,199,23,10,24,12,268,-
深海少女,dx,expert,229,50,26,18,21,344,佑
深海少女,dx,master,530,38,92,31,23,714,ロシェ@ペンギン
渦状銀河のシンフォニエッタ,std,basic,183,25,8,NULL,11,227,-
渦状銀河のシンフォニエッタ,std,advanced,321,34,10,NULL,14,379,-
渦状銀河のシンフォニエッタ,std,expert,464,67,47,NULL,46,624,Luxizhel
渦状銀河のシンフォニエッタ,std,master,680,71,159,NULL,21,931,はっぴー
渦状銀河のシンフォニエッタ,dx,basic,101,15,7,18,10,151,-
渦状銀河のシンフォニエッタ,dx,advanced,247,39,30,56,13,385,-
渦状銀河のシンフォニエッタ,dx,expert,385,78,46,9,40,558,華火職人
渦状銀河のシンフォニエッタ,dx,master,801,87,66,238,22,1214,ぴちネコ
源平大戦絵巻テーマソング,std,basic,127,11,12,NULL,2,152,-
源平大戦絵巻テーマソング,std,advanced,178,29,5,NULL,19,231,-
源平大戦絵巻テーマソング,std,expert,312,12,20,NULL,32,376,譜面-100号
源平大戦絵巻テーマソング,std,master,325,32,50,NULL,21,428,ニャイン
源平大戦絵巻テーマソング,std,remaster,512,16,144,NULL,50,722,舞舞10年ズ (チャンとはっぴー)
演劇,dx,basic,124,15,4,29,3,175,-
演劇,dx,advanced,218,14,8,13,3,256,-
演劇,dx,expert,304,36,38,31,17,426,アマリリス
演劇,dx,master,408,34,90,35,20,587,はっぴー
火炎地獄,std,basic,81,7,12,NULL,4,104,-
火炎地獄,std,advanced,315,10,12,NULL,10,347,-
火炎地獄,std,expert,323,51,50,NULL,18,442,某S氏
火炎地獄,std,master,457,26,140,NULL,62,685,mai-Star
火炎地獄,dx,basic,107,7,13,10,11,148,-
火炎地獄,dx,advanced,193,16,13,12,18,252,-
火炎地獄,dx,expert,389,63,42,22,27,543,小鳥遊さん
火炎地獄,dx,master,356,17,72,309,70,824,はっぴー
炉心融解,std,basic,113,14,5,NULL,4,136,-
炉心融解,std,advanced,183,8,36,NULL,6,233,-
炉心融解,std,expert,243,25,49,NULL,7,324,Jack
炉心融解,std,master,278,44,75,NULL,19,416,玉子豆腐
炎歌 -ほむらうた-,std,basic,109,12,6,NULL,5,132,-
炎歌 -ほむらうた-,std,advanced,189,33,11,NULL,5,238,-
炎歌 -ほむらうた-,std,expert,345,25,33,NULL,6,409,譜面-100号
炎歌 -ほむらうた-,std,master,257,33,94,NULL,5,389,はっぴー
炎歌 -ほむらうた-,dx,basic,109,11,4,7,1,132,-
炎歌 -ほむらうた-,dx,advanced,155,14,6,17,3,195,-
炎歌 -ほむらうた-,dx,expert,208,34,42,40,15,339,サファ太
炎歌 -ほむらうた-,dx,master,372,43,74,22,16,527,Luxizhel
炭★坑★節,std,basic,153,2,3,NULL,6,164,-
炭★坑★節,std,advanced,203,1,12,NULL,6,222,-
炭★坑★節,std,expert,341,14,11,NULL,4,370,譜面-100号
炭★坑★節,std,master,315,13,22,NULL,6,356,ニャイン
無敵We are one!!,std,basic,207,14,7,NULL,6,234,-
無敵We are one!!,std,advanced,412,20,22,NULL,11,465,-
無敵We are one!!,std,expert,428,40,50,NULL,26,544,ロシェ@ペンギン
無敵We are one!!,std,master,721,45,143,NULL,29,938,Techno Kitchen
無間嫉妬劇場『666』,dx,basic,116,11,8,6,6,147,-
無間嫉妬劇場『666』,dx,advanced,264,18,5,11,2,300,-
無間嫉妬劇場『666』,dx,expert,331,26,42,11,37,447,サファ太
無間嫉妬劇場『666』,dx,master,476,57,80,21,32,666,Jack
熱異常,dx,basic,129,13,6,32,6,186,-
熱異常,dx,advanced,310,27,6,13,4,360,-
熱異常,dx,expert,413,53,7,14,51,538,サファ太
熱異常,dx,master,441,125,74,40,23,703,緑風 犬三郎
熱異常,dx,remaster,693,19,137,113,34,996,はっぴー
片想いサンバ,std,basic,280,4,4,NULL,8,296,-
片想いサンバ,std,advanced,316,34,4,NULL,26,380,-
片想いサンバ,std,expert,361,98,48,NULL,28,535,ぴちネコ
片想いサンバ,std,master,658,40,71,NULL,47,816,小鳥遊さん
物凄いヴァイブスで魔理沙が物凄いラップ,dx,basic,128,9,4,12,4,157,-
物凄いヴァイブスで魔理沙が物凄いラップ,dx,advanced,204,21,8,21,5,259,-
物凄いヴァイブスで魔理沙が物凄いラップ,dx,expert,315,15,44,48,46,468,隅田川星人
物凄いヴァイブスで魔理沙が物凄いラップ,dx,master,499,60,102,71,45,777,7.3Hz＋Jack
物凄い勢いでけーねが物凄いうた,std,basic,135,6,4,NULL,4,149,-
物凄い勢いでけーねが物凄いうた,std,advanced,251,20,28,NULL,22,321,-
物凄い勢いでけーねが物凄いうた,std,expert,280,27,54,NULL,27,388,某S氏
物凄い勢いでけーねが物凄いうた,std,master,452,30,84,NULL,33,599,mai-Star
犬日和。,std,basic,135,4,4,NULL,7,150,-
犬日和。,std,advanced,179,14,3,NULL,26,222,-
犬日和。,std,expert,302,8,4,NULL,23,337,ニャイン
犬日和。,std,master,356,26,8,NULL,23,413,mai-Star
独りんぼエンヴィー,dx,basic,80,10,5,20,3,118,-
独りんぼエンヴィー,dx,advanced,232,22,6,29,10,299,-
独りんぼエンヴィー,dx,expert,257,76,24,14,8,379,はっぴー
独りんぼエンヴィー,dx,master,390,72,80,39,25,606,メロンポップ
猛進ソリストライフ！,std,basic,144,85,9,NULL,14,252,-
猛進ソリストライフ！,std,advanced,364,32,20,NULL,3,419,-
猛進ソリストライフ！,std,expert,469,100,57,NULL,8,634,小鳥遊さん
猛進ソリストライフ！,std,master,625,78,118,NULL,35,856,ロシェ@ペンギン
猫猫的宇宙論,dx,basic,152,9,4,14,4,183,-
猫猫的宇宙論,dx,advanced,270,18,9,11,10,318,-
猫猫的宇宙論,dx,expert,288,62,42,87,14,493,隅田川星人
猫猫的宇宙論,dx,master,528,72,68,48,22,738,隅田川星人
猫祭り,std,basic,184,22,8,NULL,8,222,-
猫祭り,std,advanced,344,33,9,NULL,39,425,-
猫祭り,std,expert,328,73,56,NULL,65,522,LabiLabi
猫祭り,std,master,446,45,193,NULL,101,785,小鳥遊さん
玩具狂奏曲 -終焉-,dx,basic,127,26,5,43,4,205,-
玩具狂奏曲 -終焉-,dx,advanced,220,55,6,44,4,329,-
玩具狂奏曲 -終焉-,dx,expert,327,134,71,47,35,614,シチミヘルツ
玩具狂奏曲 -終焉-,dx,master,660,65,78,125,19,947,サファ太
生きてるおばけは生きている,std,basic,152,30,4,NULL,4,190,-
生きてるおばけは生きている,std,advanced,294,12,26,NULL,6,338,-
生きてるおばけは生きている,std,expert,344,97,48,NULL,18,507,ロシェ@ペンギン
生きてるおばけは生きている,std,master,689,64,60,NULL,16,829,rioN
生命不詳,dx,basic,151,17,2,6,2,178,-
生命不詳,dx,advanced,298,42,13,24,4,381,-
生命不詳,dx,expert,323,148,50,59,16,596,Jack
生命不詳,dx,master,537,53,137,94,9,830,はっぴー
田中,dx,basic,139,29,6,7,5,186,-
田中,dx,advanced,284,24,7,34,10,359,-
田中,dx,expert,464,74,28,81,14,661,翠楼屋
田中,dx,master,571,85,80,110,46,892,ぴちネコ
疾走あんさんぶる,std,basic,243,8,8,NULL,3,262,-
疾走あんさんぶる,std,advanced,362,45,9,NULL,8,424,-
疾走あんさんぶる,std,expert,490,72,43,NULL,8,613,はっぴー
疾走あんさんぶる,std,master,720,52,104,NULL,14,890,某S氏
病み垢ステロイド,dx,basic,199,18,6,22,5,250,-
病み垢ステロイド,dx,advanced,293,35,8,26,2,364,-
病み垢ステロイド,dx,expert,409,70,19,23,106,627,サファ太
病み垢ステロイド,dx,master,458,79,171,168,35,911,はっぴー
白い雪のプリンセスは,std,basic,238,5,9,NULL,2,254,-
白い雪のプリンセスは,std,advanced,329,12,15,NULL,3,359,-
白い雪のプリンセスは,std,expert,501,60,28,NULL,16,605,LabiLabi
白い雪のプリンセスは,std,master,504,39,137,NULL,41,721,玉子豆腐
白ゆき,std,basic,154,6,8,NULL,3,171,-
白ゆき,std,advanced,292,18,8,NULL,5,323,-
白ゆき,std,expert,373,54,19,NULL,2,448,はっぴー
白ゆき,std,master,532,55,114,NULL,18,719,ぴちネコ
白花の天使,dx,basic,165,13,10,16,2,206,-
白花の天使,dx,advanced,358,16,19,12,3,408,-
白花の天使,dx,expert,530,89,52,18,11,700,はっぴー
白花の天使,dx,master,591,84,84,72,15,846,Jack
相思創愛,std,basic,199,6,13,NULL,5,223,-
